model,name,confidence,error_x1,error_x2
second_05,seeds,0.819957,-1.5,0.0
second_05,morsel,0.783573,0.0,-1.0
second_05,monster_meat,0.775612,0.5,3.0
second_05,wilson,0.894376,-1.0,4.0
second_05,frog_legs,0.873504,-0.5,2.0
second_05,meat,0.865139,1.5,4.0
second_05,log,0.838571,1.0,5.0
second_05,seeds,0.823516,4.5,0.0
second_05,morsel,0.768267,-1.0,0.0
second_05,monster_meat,0.709323,2.0,1.0
second_05,wilson,0.913135,-4.5,5.0
second_05,frog_legs,0.886504,2.0,-6.0
second_05,meat,0.86458,-2.5,0.0
second_05,log,0.849574,3.0,3.0
second_05,seeds,0.835249,-1.0,8.0
second_05,seeds,0.829198,0.0,4.0
second_05,monster_meat,0.751131,3.0,1.0
second_05,wilson,0.903196,1.0,3.0
second_05,frog_legs,0.866414,-0.5,6.0
second_05,seeds,0.856882,1.5,1.0
second_05,morsel,0.851524,3.0,-2.0
second_05,log,0.830615,-2.5,2.0
second_05,meat,0.828368,-1.0,2.0
second_05,monster_meat,0.787617,-2.5,1.0
second_05,fish,0.780671,-1.0,9.0
second_05,wilson,0.892663,2.5,1.0
second_05,monster_meat,0.859397,-2.5,2.0
second_05,seeds,0.856921,5.0,2.0
second_05,meat,0.841386,-0.5,1.0
second_05,log,0.828943,2.0,3.0
second_05,morsel,0.809372,5.0,1.0
second_05,seeds,0.79036,1.5,-1.0
second_05,fish,0.767388,5.0,3.0
second_05,wilson,0.893881,-5.0,8.0
second_05,honey,0.876967,-2.5,4.0
second_05,seeds,0.861191,3.0,1.0
second_05,frog_legs,0.861018,-2.0,5.0
second_05,log,0.842285,3.0,-2.0
second_05,fish,0.815484,0.5,1.0
second_05,morsel,0.784886,0.0,4.0
second_05,seeds,0.895696,3.0,8.0
second_05,wilson,0.885694,1.0,8.0
second_05,fish,0.867087,3.0,9.0
second_05,frog_legs,0.84277,2.5,11.0
second_05,log,0.837131,3.5,9.0
second_05,honey,0.833166,-1.5,2.0
second_05,seeds,0.776105,5.5,-1.0
second_05,wilson,0.888692,-4.0,3.0
second_05,seeds,0.871063,0.5,-1.0
second_05,honey,0.867426,1.0,2.0
second_05,seeds,0.847262,4.5,1.0
second_05,frog_legs,0.842607,-1.0,8.0
second_05,log,0.818557,0.5,12.0
second_05,fish,0.771526,0.5,3.0
second_05,wilson,0.893323,4.0,7.0
second_05,seeds,0.862594,-2.5,4.0
second_05,frog_legs,0.855918,2.5,8.0
second_05,honey,0.855202,-2.5,9.0
second_05,log,0.848581,-3.5,0.0
second_05,fish,0.778435,-2.5,9.0
second_05,seeds,0.494814,1.5,7.0
second_05,wilson,0.898663,0.5,3.0
second_05,frog_legs,0.87093,-0.5,4.0
second_05,fish,0.854595,3.0,6.0
second_05,seeds,0.854516,-1.0,1.0
second_05,log,0.833333,5.0,6.0
second_05,honey,0.818904,0.0,5.0
second_05,seeds,0.796111,2.0,0.0
second_05,morsel,0.779733,1.5,4.0
second_05,spider_nest3,0.935463,5.0,7.0
second_05,wilson,0.895492,1.5,10.0
second_05,frog_legs,0.87491,-2.0,0.0
second_05,seeds,0.850236,1.5,-2.0
second_05,morsel,0.844303,-1.0,2.0
second_05,log,0.837937,2.0,2.0
second_05,honey,0.822987,3.0,2.0
second_05,fish,0.814361,2.0,2.0
second_05,seeds,0.77932,2.0,3.0
second_05,monster_meat,0.760388,2.5,6.0
second_05,seeds,0.308015,60.0,69.0
second_05,spider_nest3,0.929341,2.5,3.0
second_05,wilson,0.907179,2.5,-1.0
second_05,meat,0.868648,-3.5,3.0
second_05,frog_legs,0.865621,3.0,0.0
second_05,log,0.840377,2.5,-1.0
second_05,honey,0.83126,0.5,7.0
second_05,morsel,0.815686,-1.5,4.0
second_05,monster_meat,0.813009,3.5,7.0
second_05,seeds,0.795978,-3.5,2.0
second_05,seeds,0.790416,-1.0,4.0
second_05,fish,0.768124,3.0,9.0
second_05,spider_nest3,0.914392,0.5,7.0
second_05,wilson,0.892411,2.0,6.0
second_05,seeds,0.866738,0.0,4.0
second_05,frog_legs,0.848348,1.5,11.0
second_05,meat,0.84801,-1.5,1.0
second_05,log,0.844896,4.0,3.0
second_05,seeds,0.828908,-2.0,5.0
second_05,monster_meat,0.818103,1.0,2.0
second_05,morsel,0.817523,-2.0,1.0
second_05,fish,0.777047,1.5,4.0
second_05,honey,0.766872,-0.5,-3.0
second_05,spider_nest3,0.923738,3.5,4.0
second_05,wilson,0.881527,0.0,5.0
second_05,seeds,0.877966,1.0,1.0
second_05,seeds,0.857414,-2.0,4.0
second_05,log,0.842848,2.5,3.0
second_05,frog_legs,0.831063,-1.5,1.0
second_05,honey,0.829619,-1.0,0.0
second_05,morsel,0.814892,1.5,-2.0
second_05,fish,0.798991,-2.5,2.0
second_05,monster_meat,0.797685,0.0,3.0
second_05,spider_nest3,0.924757,2.5,-13.0
second_05,wilson,0.903086,-0.5,2.0
second_05,frog_legs,0.858322,0.0,6.0
second_05,honey,0.855714,0.5,0.0
second_05,seeds,0.852843,4.0,0.0
second_05,seeds,0.844031,2.5,0.0
second_05,fish,0.842738,0.5,7.0
second_05,meat,0.811067,-1.0,0.0
second_05,monster_meat,0.807045,0.0,1.0
second_05,log,0.804246,5.5,1.0
second_05,morsel,0.803222,-0.5,4.0
second_05,fish,0.162402,-2.5,5.0
second_05,spider_nest3,0.913416,1.0,-2.0
second_05,wilson,0.889859,0.0,-3.0
second_05,frog_legs,0.881349,0.0,2.0
second_05,seeds,0.855115,3.0,4.0
second_05,honey,0.841302,1.0,3.0
second_05,fish,0.830566,-1.0,4.0
second_05,log,0.826076,2.5,-1.0
second_05,seeds,0.807663,-1.5,0.0
second_05,meat,0.803413,0.0,3.0
second_05,monster_meat,0.51218,2.5,3.0
second_05,morsel,0.433928,1.5,5.0
second_05,spider_nest3,0.911901,-4.5,-3.0
second_05,wilson,0.890634,1.0,1.0
second_05,seeds,0.869147,3.5,4.0
second_05,frog_legs,0.855933,2.0,5.0
second_05,monster_meat,0.846894,1.5,1.0
second_05,seeds,0.840173,3.0,0.0
second_05,honey,0.839193,1.5,0.0
second_05,meat,0.829191,4.0,3.0
second_05,morsel,0.828457,0.0,-3.0
second_05,log,0.821374,0.0,5.0
second_05,fish,0.781332,1.5,3.0
second_05,spider_nest3,0.931709,-6.0,1.0
second_05,wilson,0.875958,0.5,8.0
second_05,meat,0.860117,2.0,3.0
second_05,frog_legs,0.859403,-0.5,4.0
second_05,honey,0.841798,2.0,7.0
second_05,seeds,0.840701,1.0,0.0
second_05,morsel,0.831408,1.0,0.0
second_05,log,0.823272,4.0,2.0
second_05,fish,0.799996,0.5,2.0
second_05,monster_meat,0.795251,1.5,2.0
second_05,seeds,0.72319,1.5,3.0
second_05,spider_nest3,0.910751,-1.0,0.0
second_05,wilson,0.899577,-1.0,6.0
second_05,monster_meat,0.864744,1.0,2.0
second_05,seeds,0.862171,0.5,-1.0
second_05,log,0.854947,-1.5,8.0
second_05,frog_legs,0.850172,0.5,1.0
second_05,seeds,0.843631,-3.0,4.0
second_05,honey,0.84322,1.0,9.0
second_05,fish,0.822608,1.0,1.0
second_05,morsel,0.807047,1.0,1.0
second_05,meat,0.558302,1.0,2.0
second_05,spider_nest3,0.91889,-7.5,7.0
second_05,wilson,0.904056,-2.5,4.0
second_05,meat,0.877525,-2.5,1.0
second_05,seeds,0.874604,3.5,-1.0
second_05,log,0.870833,2.0,2.0
second_05,monster_meat,0.848528,5.0,1.0
second_05,seeds,0.840792,1.0,0.0
second_05,honey,0.835519,-1.0,1.0
second_05,fish,0.830261,-1.5,5.0
second_05,frog_legs,0.806273,4.0,1.0
second_05,morsel,0.779488,-2.0,7.0
second_05,spider_nest3,0.93188,-7.0,5.0
second_05,wilson,0.893756,-1.0,2.0
second_05,seeds,0.880822,0.5,1.0
second_05,meat,0.847842,-2.0,1.0
second_05,honey,0.843436,2.0,1.0
second_05,frog_legs,0.835272,3.5,7.0
second_05,log,0.830107,0.0,-2.0
second_05,fish,0.829027,3.0,6.0
second_05,seeds,0.828766,1.0,3.0
second_05,monster_meat,0.827311,0.5,2.0
second_05,morsel,0.817569,2.0,0.0
second_05,spider_nest3,0.921203,-1.0,-4.0
second_05,wilson,0.905168,-0.5,-5.0
second_05,frog_legs,0.868522,-3.5,2.0
second_05,seeds,0.856363,-1.5,-3.0
second_05,honey,0.837803,-0.5,3.0
second_05,log,0.837379,-4.5,1.0
second_05,meat,0.830716,0.0,-2.0
second_05,monster_meat,0.824859,4.0,5.0
second_05,seeds,0.8175,2.5,-2.0
second_05,fish,0.807073,-1.0,-1.0
second_05,morsel,0.787343,0.5,1.0
second_05,spider_nest3,0.935046,-4.0,0.0
second_05,wilson,0.88687,2.5,4.0
second_05,frog_legs,0.870887,0.5,4.0
second_05,meat,0.861849,0.0,1.0
second_05,seeds,0.861456,2.0,2.0
second_05,honey,0.861064,-1.0,5.0
second_05,morsel,0.8392,-2.0,5.0
second_05,log,0.829744,-0.5,5.0
second_05,seeds,0.82692,-2.0,1.0
second_05,fish,0.819674,-2.0,6.0
second_05,monster_meat,0.59982,2.5,6.0
second_05,spider_nest3,0.931058,-12.0,-7.0
second_05,wilson,0.87404,-2.5,9.0
second_05,seeds,0.870409,2.0,4.0
second_05,frog_legs,0.856981,0.5,3.0
second_05,honey,0.852616,3.5,2.0
second_05,seeds,0.841027,5.5,3.0
second_05,log,0.837581,3.0,3.0
second_05,monster_meat,0.82636,1.5,2.0
second_05,morsel,0.816663,-0.5,2.0
second_05,meat,0.80702,1.5,1.0
second_05,fish,0.804853,1.5,1.0
second_05,seeds,0.613523,63.5,59.0
second_05,spider_nest3,0.929568,-7.0,-4.0
second_05,honey,0.892638,3.0,9.0
second_05,wilson,0.883651,0.0,1.0
second_05,frog_legs,0.85866,3.0,11.0
second_05,fish,0.839793,6.0,1.0
second_05,meat,0.838396,1.0,4.0
second_05,seeds,0.836579,0.5,4.0
second_05,log,0.825878,2.0,9.0
second_05,morsel,0.819949,0.5,6.0
second_05,monster_meat,0.804644,3.0,6.0
second_05,seeds,0.722425,-1.0,2.0
second_05,fish,0.129295,4.0,0.0
second_05,spider_nest3,0.914049,-0.5,1.0
second_05,wilson,0.892501,5.0,2.0
second_05,frog_legs,0.874414,1.5,5.0
second_05,seeds,0.858742,2.0,-1.0
second_05,seeds,0.849514,-1.5,4.0
second_05,meat,0.819993,-0.5,2.0
second_05,log,0.807513,3.5,9.0
second_05,monster_meat,0.80243,1.0,5.0
second_05,fish,0.79526,6.5,-2.0
second_05,morsel,0.786652,-0.5,5.0
second_05,honey,0.760143,-2.5,13.0
second_05,wilson,0.89262,-1.5,-3.0
second_05,honey,0.881022,-1.0,4.0
second_05,meat,0.869619,0.0,0.0
second_05,frog_legs,0.861363,2.0,0.0
second_05,seeds,0.860774,0.0,2.0
second_05,log,0.834659,1.0,3.0
second_05,seeds,0.828058,1.5,5.0
second_05,fish,0.810097,5.0,8.0
second_05,monster_meat,0.786648,3.0,5.0
second_05,morsel,0.459207,-2.5,1.0
second_05,wilson,0.912227,0.0,18.0
second_05,frog_legs,0.877722,0.0,-1.0
second_05,honey,0.861672,-2.0,4.0
second_05,seeds,0.830783,4.5,3.0
second_05,log,0.825502,1.5,6.0
second_05,fish,0.819969,5.0,0.0
second_05,seeds,0.817178,2.5,-1.0
second_05,monster_meat,0.809367,-0.5,2.0
second_05,meat,0.80064,3.0,2.0
second_05,morsel,0.798177,1.0,1.0
second_05,seeds,0.253091,60.5,52.0
second_05,wilson,0.897188,-2.5,7.0
second_05,frog_legs,0.880968,6.5,-1.0
second_05,honey,0.874667,3.5,4.0
second_05,seeds,0.850728,0.5,2.0
second_05,meat,0.820817,0.0,-2.0
second_05,monster_meat,0.811139,0.5,4.0
second_05,fish,0.806736,9.0,0.0
second_05,morsel,0.79064,0.0,2.0
second_05,log,0.751296,3.0,4.0
second_05,seeds,0.670668,4.5,3.0
second_05,seeds,0.354605,64.5,56.0
second_05,wilson,0.841456,2.5,3.0
second_05,clock_bishop,0.738528,-0.5,6.0
second_05,tree_evergreen_4,0.698483,19.5,18.0
second_05,merm,0.685337,1.0,0.0
second_05,clock_rook,0.25529,4.0,44.0
second_05,wilson,0.891451,2.0,-1.0
second_05,tree_evergreen_4,0.880903,5.0,16.0
second_05,clock_rook,0.865519,2.0,7.0
second_05,merm,0.829935,-2.0,1.0
second_05,clock_knight,0.798842,1.5,-2.0
second_05,wilson,0.901475,4.0,4.0
second_05,merm,0.890162,1.0,-4.0
second_05,clock_rook,0.869153,2.5,5.0
second_05,tree_evergreen_4,0.8616,2.0,31.0
second_05,clock_knight,0.798998,3.5,12.0
second_05,tree_evergreen_4,0.151501,-2.0,42.0
second_05,clock_knight,0.891022,4.5,4.0
second_05,wilson,0.887402,3.0,-1.0
second_05,clock_rook,0.878853,-0.5,3.0
second_05,tree_evergreen_4,0.782072,5.5,-13.0
second_05,wilson,0.904682,2.0,4.0
second_05,clock_knight,0.880757,1.0,-1.0
second_05,clock_rook,0.879271,3.0,7.0
second_05,tree_evergreen_4,0.77906,9.5,-7.0
second_05,tree_evergreen_4,0.540119,-4.5,-83.0
second_05,wilson,0.903097,-1.5,4.0
second_05,clock_rook,0.869089,1.0,-3.0
second_05,clock_knight,0.865075,3.0,1.0
second_05,tree_evergreen_4,0.756703,8.5,27.0
second_05,wilson,0.889181,0.0,-1.0
second_05,clock_rook,0.879148,0.0,5.0
second_05,tree_evergreen_4,0.862728,12.0,-8.0
second_05,clock_knight,0.854299,2.0,3.0
second_05,tree_evergreen_4,0.896857,-2.5,-1.0
second_05,wilson,0.89334,4.5,4.0
second_05,clock_rook,0.890389,-0.5,2.0
second_05,clock_knight,0.817373,1.0,6.0
second_05,wilson,0.905505,1.0,13.0
second_05,clock_rook,0.891654,-1.5,4.0
second_05,clock_knight,0.854155,11.0,-2.0
second_05,tree_evergreen_4,0.755424,1.0,15.0
second_05,merm,0.458434,3.5,8.0
second_05,tree_evergreen_4,0.144635,3.0,82.0
second_05,wilson,0.899497,-1.0,-7.0
second_05,clock_rook,0.885953,0.5,-2.0
second_05,clock_knight,0.883215,-1.5,0.0
second_05,tree_evergreen_4,0.881272,-0.5,2.0
second_05,merm,0.847486,-2.5,2.0
second_05,tree_evergreen_4,0.909319,2.5,-5.0
second_05,clock_knight,0.908612,1.5,1.0
second_05,wilson,0.896437,-3.5,2.0
second_05,merm,0.87982,1.0,1.0
second_05,clock_bishop,0.79095,3.5,-3.0
second_05,wilson,0.923876,-5.0,-3.0
second_05,tree_evergreen_4,0.910515,6.5,0.0
second_05,merm,0.87645,-0.5,-1.0
second_05,clock_bishop,0.863213,-2.5,2.0
second_05,clock_knight,0.855369,-0.5,-6.0
second_05,wilson,0.899697,-0.5,4.0
second_05,clock_rook,0.889692,4.0,13.0
second_05,merm,0.864983,2.0,6.0
second_05,clock_rook,0.898095,5.5,15.0
second_05,wilson,0.873989,-2.0,8.0
second_05,clock_bishop,0.85529,1.5,3.0
second_05,merm,0.79017,-2.5,11.0
second_05,tree_evergreen_4,0.913298,5.0,1.0
second_05,clock_knight,0.896529,-2.5,5.0
second_05,wilson,0.881491,-6.0,2.0
second_05,clock_rook,0.879246,-2.0,1.0
second_05,clock_bishop,0.867323,-0.5,-1.0
second_05,merm,0.836981,0.5,-4.0
second_05,merm,0.482343,13.5,31.0
second_05,tree_evergreen_4,0.903364,4.5,5.0
second_05,wilson,0.89044,2.5,-1.0
second_05,clock_bishop,0.882238,-1.5,7.0
second_05,clock_knight,0.872363,1.5,3.0
second_05,merm,0.862517,0.5,1.0
second_05,clock_rook,0.856924,4.0,5.0
second_05,clock_knight,0.902222,2.0,-3.0
second_05,wilson,0.901548,1.0,-7.0
second_05,clock_rook,0.876065,0.0,4.0
second_05,clock_bishop,0.85651,-2.0,6.0
second_05,merm,0.844735,4.0,-1.0
second_05,clock_knight,0.883842,3.5,-1.0
second_05,wilson,0.875084,-1.0,-2.0
second_05,clock_bishop,0.863206,0.0,9.0
second_05,clock_rook,0.857001,3.0,4.0
second_05,merm,0.833185,3.0,1.0
second_05,wilson,0.894798,-1.0,-11.0
second_05,clock_rook,0.881154,-2.5,12.0
second_05,clock_knight,0.836929,0.0,1.0
second_05,merm,0.412052,1.0,19.0
second_05,wilson,0.899289,-3.5,7.0
second_05,tree_evergreen_4,0.867297,9.0,5.0
second_05,clock_rook,0.8591,-5.0,5.0
second_05,clock_knight,0.7969,4.0,-3.0
second_05,merm,0.35048,-8.0,54.0
second_05,clock_knight,0.111557,18.0,-5.0
second_05,wilson,0.900992,4.0,4.0
second_05,clock_rook,0.893268,1.0,7.0
second_05,tree_evergreen_4,0.887717,4.0,1.0
second_05,merm,0.880666,-6.0,4.0
second_05,clock_knight,0.842909,-2.5,-4.0
second_05,clock_rook,0.923291,-3.0,18.0
second_05,merm,0.907486,0.0,2.0
second_05,wilson,0.884113,1.0,6.0
second_05,tree_evergreen_4,0.879857,-2.5,7.0
second_05,wilson,0.89861,-3.0,0.0
second_05,tree_evergreen_4,0.89313,0.0,1.0
second_05,clock_knight,0.829192,-1.5,-6.0
second_05,tree_evergreen_4,0.898139,-1.5,0.0
second_05,wilson,0.892062,-0.5,4.0
second_05,clock_knight,0.833178,3.5,1.0
second_05,tree_evergreen_4,0.700581,27.5,-2.0
second_05,merm,0.902131,3.0,5.0
second_05,tree_evergreen_4,0.89626,5.0,6.0
second_05,wilson,0.888335,3.5,3.0
second_05,clock_knight,0.855113,-1.5,13.0
second_05,wilson,0.896023,0.0,-4.0
second_05,tree_evergreen_4,0.880396,1.5,1.0
second_05,merm,0.87676,2.5,-1.0
second_05,clock_knight,0.663689,-12.5,17.0
second_05,wilson,0.897323,0.0,-8.0
second_05,tree_evergreen_4,0.884554,-0.5,2.0
second_05,merm,0.876964,2.0,14.0
second_05,clock_knight,0.872077,1.5,4.0
second_05,merm,0.936238,1.5,3.0
second_05,clock_knight,0.880719,-1.0,-1.0
second_05,wilson,0.876705,-0.5,3.0
second_05,merm,0.938457,-1.0,4.0
second_05,wilson,0.901945,0.5,-2.0
second_05,wilson,0.895481,1.0,1.0
second_05,merm,0.894314,-4.0,14.0
second_05,clock_knight,0.758406,-4.0,-6.0
second_05,clock_knight,0.111813,-28.0,-8.0
second_05,wilson,0.886903,3.5,3.0
second_05,merm,0.877807,9.0,5.0
second_05,clock_knight,0.868385,-1.0,-5.0
second_05,merm,0.875417,1.0,10.0
second_05,tree_evergreen_4,0.873894,-7.0,-5.0
second_05,wilson,0.861235,3.0,2.0
second_05,clock_knight,0.833827,-3.0,8.0
second_05,wilson,0.915446,3.5,0.0
second_05,merm,0.901516,3.0,1.0
second_05,clock_rook,0.870288,4.5,-3.0
second_05,clock_knight,0.692793,-2.0,3.0
second_05,merm,0.232849,-29.0,15.0
second_05,wilson,0.883321,-1.5,2.0
second_05,merm,0.8751,7.5,1.0
second_05,tree_evergreen_4,0.867558,1.0,5.0
second_05,clock_knight,0.598821,2.0,8.0
second_05,wilson,0.902386,-2.5,-1.0
second_05,merm,0.872851,2.0,12.0
second_05,tree_evergreen_4,0.851694,0.5,7.0
second_05,clock_knight,0.482825,7.0,-2.0
second_05,clock_knight,0.31236,33.0,-3.0
second_05,wilson,0.901209,-1.5,5.0
second_05,tree_evergreen_4,0.883145,-7.0,-5.0
second_05,clock_knight,0.865291,0.0,10.0
second_05,merm,0.5907,-3.0,-4.0
second_05,tree_evergreen_4,0.906466,-2.0,-2.0
second_05,wilson,0.903158,-0.5,5.0
second_05,clock_knight,0.871864,2.0,2.0
second_05,wilson,0.901176,1.5,4.0
second_05,tree_evergreen_4,0.8768,3.5,6.0
second_05,clock_knight,0.867978,0.0,5.0
second_05,tree_evergreen_4,0.910563,-2.0,2.0
second_05,wilson,0.904025,6.5,7.0
second_05,clock_knight,0.873325,3.5,1.0
second_05,wilson,0.900788,2.0,13.0
second_05,tree_evergreen_4,0.898287,4.5,7.0
second_05,clock_knight,0.886007,2.5,5.0
second_05,tree_evergreen_4,0.900622,7.5,3.0
second_05,wilson,0.896412,6.5,8.0
second_05,clock_bishop,0.862678,2.5,6.0
second_05,clock_bishop,0.909961,1.5,4.0
second_05,wilson,0.907231,7.5,7.0
second_05,tree_evergreen_4,0.902633,9.0,4.0
second_05,wilson,0.890193,-1.0,7.0
second_05,clock_bishop,0.859342,-1.5,6.0
second_05,clock_knight,0.846974,0.0,16.0
second_05,wilson,0.888552,-1.5,12.0
second_05,clock_bishop,0.878719,1.0,-4.0
second_05,tree_evergreen_4,0.878474,4.5,4.0
second_05,clock_knight,0.84049,-5.0,13.0
second_05,wilson,0.918967,-3.5,5.0
second_05,tree_evergreen_4,0.90638,10.5,12.0
second_05,clock_bishop,0.90054,-2.0,9.0
second_05,clock_knight,0.826607,-0.5,4.0
second_05,wilson,0.909203,2.0,6.0
second_05,tree_evergreen_4,0.90648,9.5,16.0
second_05,clock_bishop,0.893788,3.0,10.0
second_05,clock_knight,0.818601,2.0,4.0
second_05,wilson,0.906778,3.0,1.0
second_05,tree_evergreen_4,0.895706,15.0,-6.0
second_05,clock_knight,0.243952,8.0,0.0
second_05,tree_evergreen_4,0.898629,1.5,15.0
second_05,wilson,0.894333,-2.5,2.0
second_05,tree_evergreen_4,0.900194,3.0,13.0
second_05,wilson,0.892276,-1.5,12.0
second_05,clock_rook,0.889284,4.0,-2.0
second_05,clock_knight,0.854515,-3.5,-3.0
second_05,tree_evergreen_4,0.907432,0.5,2.0
second_05,clock_rook,0.892815,-3.5,4.0
second_05,wilson,0.885857,-2.0,1.0
second_05,clock_knight,0.836724,10.0,10.0
second_05,tree_evergreen_4,0.890914,-0.5,-4.0
second_05,wilson,0.889499,-0.5,13.0
second_05,clock_rook,0.888777,-3.0,7.0
second_05,clock_bishop,0.87541,0.0,10.0
second_05,clock_knight,0.56073,-7.5,0.0
second_05,clock_knight,0.185732,1.5,39.0
second_05,clock_knight,0.106002,-3.5,1.0
second_05,wilson,0.894745,3.0,7.0
second_05,tree_evergreen_4,0.892525,6.0,0.0
second_05,clock_bishop,0.854125,-3.5,7.0
second_05,clock_knight,0.829372,-0.5,2.0
second_05,wilson,0.909322,-3.0,2.0
second_05,tree_evergreen_4,0.886499,7.0,5.0
second_05,clock_rook,0.879288,-4.0,9.0
second_05,clock_knight,0.845937,-0.5,8.0
second_05,clock_bishop,0.83897,0.5,2.0
second_05,wilson,0.900875,-3.5,-2.0
second_05,clock_rook,0.889591,-1.0,10.0
second_05,clock_bishop,0.848579,-4.0,4.0
second_05,clock_knight,0.84766,-1.5,-6.0
second_05,wilson,0.890003,0.5,-2.0
second_05,clock_bishop,0.859365,-1.0,2.0
second_05,clock_knight,0.830538,-2.5,-1.0
second_05,wilson,0.897578,3.5,8.0
second_05,clock_rook,0.883233,-3.0,12.0
second_05,clock_bishop,0.860875,3.5,3.0
second_05,clock_knight,0.830025,-1.0,13.0
second_05,wilson,0.909488,0.0,3.0
second_05,clock_rook,0.890509,7.5,5.0
second_05,tree_evergreen_4,0.888398,0.0,6.0
second_05,clock_knight,0.864547,-0.5,-1.0
second_05,wilson,0.892913,3.5,10.0
second_05,tree_evergreen_4,0.89009,7.5,-1.0
second_05,clock_knight,0.871572,1.5,2.0
second_05,clock_bishop,0.722607,3.0,-2.0
second_05,clock_bishop,0.883762,-1.5,-1.0
second_05,clock_knight,0.875562,3.0,8.0
second_05,tree_evergreen_4,0.859775,12.0,-1.0
second_05,tree_evergreen_4,0.902289,8.0,18.0
second_05,wilson,0.8824,0.5,4.0
second_05,clock_knight,0.871792,-2.5,6.0
second_05,clock_bishop,0.860871,0.5,-8.0
second_05,tree_evergreen_4,0.895046,6.5,11.0
second_05,wilson,0.89348,5.0,11.0
second_05,clock_rook,0.879602,1.0,9.0
second_05,tree_evergreen_4,0.911335,8.5,2.0
second_05,clock_rook,0.891222,1.0,12.0
second_05,wilson,0.886406,5.5,9.0
second_05,clock_bishop,0.85816,7.5,-3.0
second_05,wilson,0.906949,1.5,9.0
second_05,clock_rook,0.8692,36.5,0.0
second_05,clock_bishop,0.865397,0.5,1.0
second_05,tree_evergreen_4,0.267075,-15.5,1.0
second_05,wilson,0.911605,2.5,6.0
second_05,clock_bishop,0.866308,4.5,5.0
second_05,clock_rook,0.865864,3.5,-7.0
second_05,tree_evergreen_4,0.907912,6.5,10.0
second_05,clock_rook,0.901973,1.5,-4.0
second_05,wilson,0.892473,1.0,3.0
second_05,wilson,0.899166,3.0,-1.0
second_05,tree_evergreen_4,0.892859,13.5,12.0
second_05,clock_rook,0.883177,2.5,13.0
second_05,wilson,0.894949,5.0,12.0
second_05,clock_rook,0.891227,-0.5,4.0
second_05,tree_evergreen_4,0.887237,0.0,-5.0
second_05,wilson,0.918361,-0.5,6.0
second_05,clock_rook,0.89077,2.5,9.0
second_05,clock_bishop,0.826761,1.5,0.0
second_05,clock_rook,0.880427,0.5,8.0
second_05,wilson,0.878728,-1.0,-2.0
second_05,clock_bishop,0.832601,3.0,-9.0
second_05,clock_rook,0.879334,-1.5,6.0
second_05,wilson,0.872602,-3.0,4.0
second_05,clock_bishop,0.847771,1.0,6.0
second_05,clock_bishop,0.919177,2.5,3.0
second_05,wilson,0.900856,-1.5,12.0
second_05,clock_rook,0.875138,2.5,11.0
second_05,wilson,0.89919,-1.0,4.0
second_05,clock_rook,0.886011,1.0,9.0
second_05,clock_bishop,0.865748,-0.5,11.0
second_05,wilson,0.910764,-1.0,0.0
second_05,clock_bishop,0.897405,5.0,2.0
second_05,tree_evergreen_4,0.87759,1.0,-1.0
second_05,clock_rook,0.869192,-3.0,9.0
second_05,tree_evergreen_4,0.908853,4.0,3.0
second_05,wilson,0.897693,-2.0,13.0
second_05,clock_rook,0.88433,-2.0,10.0
second_05,clock_bishop,0.875331,-2.0,2.0
second_05,tree_evergreen_4,0.888747,-2.5,8.0
second_05,wilson,0.879313,-1.0,8.0
second_05,clock_rook,0.877038,-7.5,7.0
second_05,clock_bishop,0.847735,-1.0,0.0
second_05,tree_evergreen_4,0.886567,0.0,12.0
second_05,wilson,0.873756,2.5,18.0
second_05,clock_rook,0.871227,-2.5,1.0
second_05,clock_bishop,0.848539,-2.5,14.0
second_05,tree_evergreen_4,0.896384,-4.0,3.0
second_05,clock_bishop,0.89398,-3.0,9.0
second_05,wilson,0.891664,2.0,0.0
second_05,clock_rook,0.866457,2.5,3.0
second_05,fish,0.796988,4.5,5.0
second_05,frog_legs,0.711345,0.5,-1.0
second_05,clock_bishop,0.87425,-4.5,1.0
second_05,wilson,0.869036,4.0,16.0
second_05,fish,0.859797,7.0,14.0
second_05,tree_evergreen_4,0.85425,-1.5,3.0
second_05,tree_evergreen_4,0.768852,42.5,13.0
second_05,frog_legs,0.749478,4.5,6.0
second_05,clock_rook,0.720588,10.5,0.0
second_05,clock_rook,0.233397,-18.5,-11.0
second_05,fish,0.214543,76.0,27.0
second_05,wilson,0.930498,-0.5,7.0
second_05,clock_rook,0.87547,3.0,15.0
second_05,log,0.845951,-0.5,-2.0
second_05,clock_rook,0.890389,4.5,17.0
second_05,wilson,0.88296,2.0,4.0
second_05,clock_bishop,0.877937,-0.5,7.0
second_05,wilson,0.898488,0.5,2.0
second_05,clock_bishop,0.857983,0.0,7.0
second_05,log,0.817403,2.0,0.0
second_05,wilson,0.901693,5.0,-1.0
second_05,clock_bishop,0.858694,-2.5,16.0
second_05,wilson,0.896463,-2.5,4.0
second_05,clock_bishop,0.86595,2.0,11.0
second_05,clock_rook,0.882475,0.0,2.0
second_05,wilson,0.877827,-1.5,3.0
second_05,clock_bishop,0.847542,0.5,-1.0
second_05,merm,0.94348,3.0,-1.0
second_05,wilson,0.90728,1.5,0.0
second_05,merm,0.905384,1.5,0.0
second_05,berry_bush,0.905236,1.0,3.0
